Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	ORF	Symbol	ID
LINF_360044100	LINF_360044100-T1	Leishmania infantum JPCM5	"LinJ.36:1,412,522..1,416,016(-)"	hypothetical protein - conserved	protein coding	LinJ36.3230	N/A	4775486
LINF_360044000	LINF_360044000-T1	Leishmania infantum JPCM5	"LinJ.36:1,410,175..1,411,290(-)"	Domain of unknown function (DUF3846)/TPR repeat - putative	protein coding	LinJ36.3240	N/A	4775488
LINF_360043800	LINF_360043800-T1	Leishmania infantum JPCM5	"LinJ.36:1,396,341..1,397,120(-)"	NADH-ubiquinone oxidoreductase complex I subunit - putative	protein coding	LinJ36.3250	N/A	4775489
LINF_360043700	LINF_360043700-T1	Leishmania infantum JPCM5	"LinJ.36:1,394,622..1,395,191(-)"	hypothetical protein - conserved	protein coding	LinJ36.3260	N/A	4775490
LINF_360043600	LINF_360043600-T1	Leishmania infantum JPCM5	"LinJ.36:1,391,193..1,393,655(-)"	hypothetical protein - conserved	protein coding	LinJ36.3270	N/A	4775491
LINF_360043500	LINF_360043500-T1	Leishmania infantum JPCM5	"LinJ.36:1,389,403..1,390,422(-)"	Protein of unknown function (DUF2870) - putative	protein coding	LinJ36.3280	N/A	4775492
LINF_360043400	LINF_360043400-T1	Leishmania infantum JPCM5	"LinJ.36:1,387,868..1,388,497(-)"	Small acidic protein family - putative	protein coding	LinJ36.3290	N/A	4775493
LINF_360043300	LINF_360043300-T1	Leishmania infantum JPCM5	"LinJ.36:1,383,309..1,386,347(-)"	2-oxoglutarate dehydrogenase subunit - putative	protein coding	LinJ36.3300	N/A	4775494
LINF_360043200	LINF_360043200-T1	Leishmania infantum JPCM5	"LinJ.36:1,380,395..1,380,997(-)"	NIPSNAP - putative	protein coding	LinJ36.3310	N/A	4775495
LINF_360043100	LINF_360043100-T1	Leishmania infantum JPCM5	"LinJ.36:1,378,529..1,379,386(-)"	glycosyl transferase-like protein	protein coding	LinJ36.3320	N/A	4775496
LINF_360043000	LINF_360043000-T1	Leishmania infantum JPCM5	"LinJ.36:1,376,798..1,377,451(-)"	class-E vacuolar protein-sorting protein 24 (Vps24p) - putative	protein coding	LinJ36.3330	N/A	4775497
LINF_360042900	LINF_360042900-T1	Leishmania infantum JPCM5	"LinJ.36:1,371,555..1,373,933(-)"	CRAL/TRIO domain containing protein - putative	protein coding	LinJ36.3340	N/A	4775498
LINF_360042800	LINF_360042800-T1	Leishmania infantum JPCM5	"LinJ.36:1,369,168..1,370,253(-)"	vacuolar protein sorting-associated protein-like protein	protein coding	LinJ36.3350	N/A	4775499
LINF_360042700	LINF_360042700-T1	Leishmania infantum JPCM5	"LinJ.36:1,367,487..1,368,407(-)"	short chain dehydrogenase-like protein	protein coding	LinJ36.3360	N/A	4775500
LINF_360042600	LINF_360042600-T1	Leishmania infantum JPCM5	"LinJ.36:1,366,456..1,366,668(-)"	ribosomal protein L29 - putative	protein coding	LinJ36.3370	N/A	4775501
LINF_360042500	LINF_360042500-T1	Leishmania infantum JPCM5	"LinJ.36:1,365,158..1,365,370(-)"	ribosomal protein L29 - putative	protein coding	LinJ36.3380	N/A	4775502
LINF_360042400	LINF_360042400-T1	Leishmania infantum JPCM5	"LinJ.36:1,363,832..1,364,239(-)"	hypothetical protein - conserved	protein coding	LinJ36.3390	N/A	4775503
LINF_360042300	LINF_360042300-T1	Leishmania infantum JPCM5	"LinJ.36:1,362,461..1,362,769(-)"	hypothetical protein - conserved	protein coding	LinJ36.3400	N/A	4775504
LINF_360042200	LINF_360042200-T1	Leishmania infantum JPCM5	"LinJ.36:1,360,703..1,361,374(-)"	Bromodomain - putative	protein coding	LinJ36.3410	N/A	4775505
LINF_360042000	LINF_360042000-T1	Leishmania infantum JPCM5	"LinJ.36:1,358,394..1,358,981(-)"	hypothetical protein - conserved	protein coding	LinJ36.3420	N/A	4775506
LINF_360041900	LINF_360041900-T1	Leishmania infantum JPCM5	"LinJ.36:1,349,621..1,357,222(-)"	Protein of unknown function (DUF3595) - putative	protein coding	LinJ36.3430	N/A	4775507
LINF_360041800	LINF_360041800-T1	Leishmania infantum JPCM5	"LinJ.36:1,347,147..1,348,373(-)"	hypothetical protein - conserved	protein coding	LinJ36.3440	N/A	4775508
LINF_360041700	LINF_360041700-T1	Leishmania infantum JPCM5	"LinJ.36:1,345,393..1,345,857(-)"	hypothetical protein - conserved	protein coding	LinJ36.3450	N/A	4775509
LINF_360041600	LINF_360041600-T1	Leishmania infantum JPCM5	"LinJ.36:1,342,913..1,344,136(-)"	actin-like protein - putative	protein coding	LinJ36.3460	N/A	4775510
LINF_360041500	LINF_360041500-T1	Leishmania infantum JPCM5	"LinJ.36:1,339,068..1,341,515(-)"	hypothetical protein - conserved	protein coding	LinJ36.3470	N/A	4775511
LINF_360041300	LINF_360041300-T1	Leishmania infantum JPCM5	"LinJ.36:1,335,952..1,336,782(-)"	Macro domain containing protein - putative	protein coding	LinJ36.3480	N/A	4775512
LINF_360041200	LINF_360041200-T1	Leishmania infantum JPCM5	"LinJ.36:1,331,506..1,335,018(-)"	Enoyl-CoA hydratase/isomerase family/2-enoyl-CoA Hydratase C-terminal region containing protein - putative	protein coding	LinJ36.3490	N/A	4775513
LINF_360041100	LINF_360041100-T1	Leishmania infantum JPCM5	"LinJ.36:1,329,271..1,329,660(-)"	60S ribosomal protein L22 - putative	protein coding	LinJ36.3500	N/A	4775514
LINF_360041000	LINF_360041000-T1	Leishmania infantum JPCM5	"LinJ.36:1,327,783..1,328,367(-)"	hypothetical protein - conserved	protein coding	LinJ36.3510	N/A	4775515
LINF_360040900	LINF_360040900-T1	Leishmania infantum JPCM5	"LinJ.36:1,325,500..1,327,047(-)"	Fungal domain of unknown function (DUF1712) - putative	protein coding	LinJ36.3520	N/A	4775516
LINF_360040800	LINF_360040800-T1	Leishmania infantum JPCM5	"LinJ.36:1,321,329..1,323,890(-)"	hypothetical protein - conserved	protein coding	LinJ36.3530	N/A	4775517
LINF_360040700	LINF_360040700-T1	Leishmania infantum JPCM5	"LinJ.36:1,319,330..1,320,253(-)"	hypothetical protein - conserved	protein coding	LinJ36.3540	N/A	4775518
LINF_360036600	LINF_360036600-T1	Leishmania infantum JPCM5	"LinJ.36:1,202,027..1,202,440(-)"	40S ribosomal protein S24e	protein coding	LinJ36.3550	S24E-1	4775519
LINF_360036700	LINF_360036700-T1	Leishmania infantum JPCM5	"LinJ.36:1,203,291..1,203,704(-)"	40S ribosomal protein S24e	protein coding	LinJ36.3560	S24E-2	4775520
LINF_360036800	LINF_360036800-T1	Leishmania infantum JPCM5	"LinJ.36:1,204,656..1,209,809(-)"	hypothetical protein - conserved	protein coding	LinJ36.3570	N/A	4775521
LINF_360036900	LINF_360036900-T1	Leishmania infantum JPCM5	"LinJ.36:1,211,248..1,213,299(-)"	ATP-binding cassette protein subfamily G - member 6 - putative	protein coding	LinJ36.3580	ABCG6	4775522
LINF_360037000	LINF_360037000-T1	Leishmania infantum JPCM5	"LinJ.36:1,214,529..1,216,650(-)"	MCM2/3/5 family - putative	protein coding	LinJ36.3590	N/A	4775523
LINF_360037100	LINF_360037100-T1	Leishmania infantum JPCM5	"LinJ.36:1,218,666..1,219,706(-)"	hypothetical protein - conserved	protein coding	LinJ36.3600	N/A	4775524
LINF_360037200	LINF_360037200-T1	Leishmania infantum JPCM5	"LinJ.36:1,220,662..1,221,003(-)"	PHF5-like protein - putative	protein coding	LinJ36.3610	N/A	4775525
LINF_360037300	LINF_360037300-T1	Leishmania infantum JPCM5	"LinJ.36:1,222,433..1,224,079(-)"	predicted zinc finger protein	protein coding	LinJ36.3620	N/A	4775526
LINF_360037400	LINF_360037400-T1	Leishmania infantum JPCM5	"LinJ.36:1,225,102..1,237,638(-)"	NUC194 domain/Phosphatidylinositol 3- and 4-kinase - putative	protein coding	LinJ36.3630	N/A	4775527
LINF_360037500	LINF_360037500-T1	Leishmania infantum JPCM5	"LinJ.36:1,241,187..1,242,428(-)"	succinyl-CoA ligase [GDP-forming] beta-chain - putative	protein coding	LinJ36.3640	N/A	4775528
LINF_360037600	LINF_360037600-T1	Leishmania infantum JPCM5	"LinJ.36:1,243,176..1,243,574(-)"	hypothetical protein - conserved	protein coding	LinJ36.3650	N/A	4775529
LINF_360037700	LINF_360037700-T1	Leishmania infantum JPCM5	"LinJ.36:1,244,381..1,244,896(-)"	hypothetical protein - conserved	protein coding	LinJ36.3660	N/A	4775532
LINF_360037800	LINF_360037800-T1	Leishmania infantum JPCM5	"LinJ.36:1,248,890..1,249,600(-)"	bromodomain factor 2 protein - putative	protein coding	LinJ36.3670	N/A	4775533
LINF_360037900	LINF_360037900-T1	Leishmania infantum JPCM5	"LinJ.36:1,250,427..1,251,890(-)"	GTP-binding protein - putative	protein coding	LinJ36.3680	N/A	4775535
LINF_360038000	LINF_360038000-T1	Leishmania infantum JPCM5	"LinJ.36:1,252,748..1,255,831(-)"	ATP-dependent RNA helicase - putative	protein coding	LinJ36.3690	N/A	4775536
LINF_360038100	LINF_360038100-T1	Leishmania infantum JPCM5	"LinJ.36:1,256,095..1,256,553(-)"	glutathione peroxidase - putative	protein coding	LinJ36.3700	N/A	4775537
LINF_360038200	LINF_360038200-T1	Leishmania infantum JPCM5	"LinJ.36:1,257,398..1,258,138(-)"	exosome complex exonuclease RRP41A	protein coding	LinJ36.3710	RRP41A	4775538
LINF_360038400	LINF_360038400-T1	Leishmania infantum JPCM5	"LinJ.36:1,260,060..1,261,376(-)"	clathrin coat assembly protein-like protein	protein coding	LinJ36.3720	N/A	4775539
LINF_360038500	LINF_360038500-T1	Leishmania infantum JPCM5	"LinJ.36:1,261,838..1,262,194(-)"	pre-mRNA branch site protein p14 - putative	protein coding	LinJ36.3730	N/A	4775540
LINF_360038600	LINF_360038600-T1	Leishmania infantum JPCM5	"LinJ.36:1,262,786..1,263,214(-)"	hypothetical protein - conserved	protein coding	LinJ36.3740	N/A	4775541
LINF_360038700	LINF_360038700-T1	Leishmania infantum JPCM5	"LinJ.36:1,263,887..1,266,007(-)"	cullin-like protein	protein coding	LinJ36.3750	N/A	4775542
LINF_360038800	LINF_360038800-T1	Leishmania infantum JPCM5	"LinJ.36:1,266,867..1,267,571(-)"	fibrillarin	protein coding	LinJ36.3760	N/A	4775543
LINF_360038900	LINF_360038900-T1	Leishmania infantum JPCM5	"LinJ.36:1,268,632..1,269,429(-)"	Octanoyltransferase - putative	protein coding	LinJ36.3770	N/A	4775544
LINF_360039000	LINF_360039000-T1	Leishmania infantum JPCM5	"LinJ.36:1,270,005..1,272,479(-)"	hypothetical protein - conserved	protein coding	LinJ36.3780	N/A	4775545
LINF_360039100	LINF_360039100-T1	Leishmania infantum JPCM5	"LinJ.36:1,275,977..1,276,627(-)"	ATP synthase - putative	protein coding	LinJ36.3790	N/A	4775546
LINF_360039300	LINF_360039300-T1	Leishmania infantum JPCM5	"LinJ.36:1,278,237..1,279,370(-)"	hypothetical protein - conserved	protein coding	LinJ36.3800	N/A	4775547
LINF_360039400	LINF_360039400-T1	Leishmania infantum JPCM5	"LinJ.36:1,280,274..1,281,980(-)"	hypothetical protein - conserved	protein coding	LinJ36.3810	N/A	4775548
LINF_360039500	LINF_360039500-T1	Leishmania infantum JPCM5	"LinJ.36:1,283,009..1,283,611(-)"	cyclophilin 10 - putative	protein coding	LinJ36.3820	CYP10	4775549
LINF_360039600	LINF_360039600-T1	Leishmania infantum JPCM5	"LinJ.36:1,284,757..1,285,506(-)"	hypothetical protein - conserved	protein coding	LinJ36.3830	N/A	4775550
LINF_360039700	LINF_360039700-T1	Leishmania infantum JPCM5	"LinJ.36:1,286,448..1,287,851(-)"	ADP-ribosylation factor GTPase activating protein - putative	protein coding	LinJ36.3840	N/A	4775551
LINF_360039800	LINF_360039800-T1	Leishmania infantum JPCM5	"LinJ.36:1,288,732..1,289,739(-)"	Tubulin binding cofactor C - putative	protein coding	LinJ36.3850	N/A	4775552
LINF_360039900	LINF_360039900-T1	Leishmania infantum JPCM5	"LinJ.36:1,290,469..1,291,503(-)"	CobW/HypB/UreG - nucleotide-binding domain containing protein - putative	protein coding	LinJ36.3860	N/A	4775553
LINF_360040000	LINF_360040000-T1	Leishmania infantum JPCM5	"LinJ.36:1,295,347..1,299,552(-)"	receptor-type adenylate cyclase a-like protein	protein coding	LinJ36.3870	N/A	4775554
LINF_360040200	LINF_360040200-T1	Leishmania infantum JPCM5	"LinJ.36:1,302,925..1,304,625(-)"	nucleic acid binding protein - putative	protein coding	LinJ36.3880	N/A	4775555
LINF_360040300	LINF_360040300-T1	Leishmania infantum JPCM5	"LinJ.36:1,305,847..1,308,690(-)"	DNA topoisomerase III - putative	protein coding	LinJ36.3890	N/A	4775556
LINF_360040400	LINF_360040400-T1	Leishmania infantum JPCM5	"LinJ.36:1,312,285..1,313,061(-)"	14-3-3 protein 1 - putative	protein coding	LinJ36.3900	14-3-3-I	4775557
LINF_360040500	LINF_360040500-T1	Leishmania infantum JPCM5	"LinJ.36:1,313,788..1,315,440(-)"	hypothetical protein - conserved	protein coding	LinJ36.3910	N/A	4775558
LINF_360040600	LINF_360040600-T1	Leishmania infantum JPCM5	"LinJ.36:1,317,070..1,318,680(-)"	oxidoreductase - putative	protein coding	LinJ36.3920	N/A	4775559
LINF_360020500	LINF_360020500-T1	Leishmania infantum JPCM5	"LinJ.36:529,449..530,084(-)"	translation elongation factor 1-beta - putative	protein coding	LinJ36.3930	N/A	4775560
LINF_360020600	LINF_360020600-T1	Leishmania infantum JPCM5	"LinJ.36:531,005..547,831(-)"	N-terminal region of Chorein - a TM vesicle-mediated sorter - putative	protein coding	LinJ36.3940	N/A	4775561
LINF_360020700	LINF_360020700-T1	Leishmania infantum JPCM5	"LinJ.36:549,773..550,240(-)"	hypothetical protein - conserved	protein coding	LinJ36.3950	N/A	4775562
LINF_360020800	LINF_360020800-T1	Leishmania infantum JPCM5	"LinJ.36:551,375..553,342(-)"	hypothetical protein - conserved	protein coding	LinJ36.3960	N/A	4775563
LINF_360020900	LINF_360020900-T1	Leishmania infantum JPCM5	"LinJ.36:554,182..557,571(-)"	Kelch motif/Galactose oxidase - central domain containing protein - putative	protein coding	LinJ36.3970	N/A	4775564
LINF_360021000	LINF_360021000-T1	Leishmania infantum JPCM5	"LinJ.36:558,264..559,499(-)"	hypothetical protein - conserved	protein coding	LinJ36.3980	N/A	4775565
LINF_360021100	LINF_360021100-T1	Leishmania infantum JPCM5	"LinJ.36:561,462..565,067(-)"	hypothetical protein - conserved	protein coding	LinJ36.3990	N/A	4775566
LINF_360021200	LINF_360021200-T1	Leishmania infantum JPCM5	"LinJ.36:566,708..569,554(-)"	hypothetical protein - conserved	protein coding	LinJ36.4000	N/A	4775568
LINF_360021300	LINF_360021300-T1	Leishmania infantum JPCM5	"LinJ.36:570,464..570,988(-)"	hypothetical protein - conserved	protein coding	LinJ36.4010	N/A	4775569
LINF_360021400	LINF_360021400-T1	Leishmania infantum JPCM5	"LinJ.36:576,359..577,891(-)"	serine/threonine protein kinase - putative	protein coding	LinJ36.4020	N/A	4775570
LINF_360021500	LINF_360021500-T1	Leishmania infantum JPCM5	"LinJ.36:583,327..584,832(-)"	serine/threonine protein kinase - putative	protein coding	LinJ36.4030	N/A	4775571
LINF_360021600	LINF_360021600-T1	Leishmania infantum JPCM5	"LinJ.36:589,726..592,536(-)"	engulfment and cell motility domain 2 - putative	protein coding	LinJ36.4040	N/A	4775572
LINF_360021700	LINF_360021700-T1	Leishmania infantum JPCM5	"LinJ.36:596,304..598,850(-)"	predicted tripartite motif protein	protein coding	LinJ36.4050	N/A	4775573
LINF_360021800	LINF_360021800-T1	Leishmania infantum JPCM5	"LinJ.36:601,152..602,663(-)"	Leucine rich repeat/Leucine Rich Repeat - putative	protein coding	LinJ36.4060	N/A	4775574
LINF_360021900	LINF_360021900-T1	Leishmania infantum JPCM5	"LinJ.36:603,826..605,256(-)"	hypothetical protein - conserved	protein coding	LinJ36.4070	N/A	4775575
LINF_360022000	LINF_360022000-T1	Leishmania infantum JPCM5	"LinJ.36:606,873..612,359(-)"	hypothetical protein - conserved	protein coding	LinJ36.4080	N/A	4775576
LINF_360022100	LINF_360022100-T1	Leishmania infantum JPCM5	"LinJ.36:614,960..618,586(-)"	STAG domain containing protein - putative	protein coding	LinJ36.4090	N/A	4775577
LINF_360022200	LINF_360022200-T1	Leishmania infantum JPCM5	"LinJ.36:619,981..620,352(-)"	hypothetical protein - conserved	protein coding	LinJ36.4100	N/A	4775578
LINF_360022300	LINF_360022300-T1	Leishmania infantum JPCM5	"LinJ.36:621,414..622,208(-)"	proteasome subunit alpha type-1 - putative	protein coding	LinJ36.4110	PSA1	4775579
LINF_360022400	LINF_360022400-T1	Leishmania infantum JPCM5	"LinJ.36:627,999..628,346(-)"	universal minicircle sequence binding protein - putative	protein coding	LinJ36.4120	UMSBP1	4775580
LINF_360022500	LINF_360022500-T1	Leishmania infantum JPCM5	"LinJ.36:631,749..632,096(-)"	universal minicircle sequence binding protein��	protein coding	LinJ36.4130	UMSBP2	4775581
LINF_360022600	LINF_360022600-T1	Leishmania infantum JPCM5	"LinJ.36:634,892..639,973(-)"	clathrin heavy chain - putative	protein coding	LinJ36.4140	N/A	4775582
LINF_360022700	LINF_360022700-T1	Leishmania infantum JPCM5	"LinJ.36:646,873..647,280(-)"	poly-zinc finger protein 2 - putative	protein coding	LinJ36.4150	N/A	4775584
LINF_360022800	LINF_360022800-T1	Leishmania infantum JPCM5	"LinJ.36:651,907..652,722(-)"	universal minicircle sequence binding protein - putative	protein coding	LinJ36.4160	UMSBP	4775585
LINF_360022900	LINF_360022900-T1	Leishmania infantum JPCM5	"LinJ.36:653,790..654,698(-)"	proteasome subunit beta type-5 - putative	protein coding	LinJ36.4170	N/A	4775586
LINF_360023000	LINF_360023000-T1	Leishmania infantum JPCM5	"LinJ.36:655,666..658,299(-)"	tRNA pseudouridine synthase A - putative	protein coding	LinJ36.4180	N/A	4775587
LINF_360023100	LINF_360023100-T1	Leishmania infantum JPCM5	"LinJ.36:659,069..660,706(-)"	Protein of unknown function (DUF2419) - putative	protein coding	LinJ36.4190	N/A	4775588
LINF_360023200	LINF_360023200-T1	Leishmania infantum JPCM5	"LinJ.36:661,409..663,757(-)"	hypothetical protein - conserved	protein coding	LinJ36.4200	N/A	4775589
LINF_360023300	LINF_360023300-T1	Leishmania infantum JPCM5	"LinJ.36:664,871..665,803(-)"	Peptidase M76 family - putative	protein coding	LinJ36.4210	N/A	4775590
LINF_360023400	LINF_360023400-T1	Leishmania infantum JPCM5	"LinJ.36:668,524..670,164(-)"	hypothetical protein - conserved	protein coding	LinJ36.4220	N/A	4775591
LINF_360023500	LINF_360023500-T1	Leishmania infantum JPCM5	"LinJ.36:671,944..673,107(-)"	phosphatidylinositolN-acetylglucosaminyltransfe ra sesubunit c - putative	protein coding	LinJ36.4230	N/A	4775592
LINF_360023600	LINF_360023600-T1	Leishmania infantum JPCM5	"LinJ.36:674,137..687,240(-)"	neurobeachin/beige protein - putative	protein coding	LinJ36.4240	N/A	4775593
LINF_360023700	LINF_360023700-T1	Leishmania infantum JPCM5	"LinJ.36:689,363..692,218(-)"	hypothetical protein - conserved	protein coding	LinJ36.4250	N/A	4775594
LINF_360023800	LINF_360023800-T1	Leishmania infantum JPCM5	"LinJ.36:693,053..698,557(-)"	hypothetical protein - conserved	protein coding	LinJ36.4260	N/A	4775595
LINF_360023900	LINF_360023900-T1	Leishmania infantum JPCM5	"LinJ.36:700,146..701,798(-)"	hypothetical protein - conserved	protein coding	LinJ36.4270	N/A	4775596
LINF_360024000	LINF_360024000-T1	Leishmania infantum JPCM5	"LinJ.36:703,110..704,639(-)"	aldehyde dehydrogenase - putative	protein coding	LinJ36.4280	N/A	4775597
LINF_360024100	LINF_360024100-T1	Leishmania infantum JPCM5	"LinJ.36:706,893..707,213(-)"	hypothetical protein - conserved	protein coding	LinJ36.4290	N/A	4775598
LINF_360024200	LINF_360024200-T1	Leishmania infantum JPCM5	"LinJ.36:708,215..710,452(-)"	Tetratricopeptide repeat/TPR repeat - putative	protein coding	LinJ36.4300	N/A	4775599
LINF_360024300	LINF_360024300-T1	Leishmania infantum JPCM5	"LinJ.36:711,584..714,223(-)"	5'-3' exoribonuclease D - putative	protein coding	LinJ36.4310	XRND	4775600
LINF_360024400	LINF_360024400-T1	Leishmania infantum JPCM5	"LinJ.36:715,434..716,594(-)"	hypothetical protein - conserved	protein coding	LinJ36.4320	N/A	4775601
LINF_360024500	LINF_360024500-T1	Leishmania infantum JPCM5	"LinJ.36:717,714..720,530(-)"	MORN repeat - putative	protein coding	LinJ36.4330	N/A	4775602
LINF_360024600	LINF_360024600-T1	Leishmania infantum JPCM5	"LinJ.36:723,269..725,890(-)"	ras-like small GTPases - putative	protein coding	LinJ36.4340	N/A	4775603
LINF_360024700	LINF_360024700-T1	Leishmania infantum JPCM5	"LinJ.36:729,456..732,089(-)"	hypothetical protein - conserved	protein coding	LinJ36.4350	N/A	4775604
LINF_360024800	LINF_360024800-T1	Leishmania infantum JPCM5	"LinJ.36:733,871..735,847(-)"	DEAD box RNA helicase - putative	protein coding	LinJ36.4360	N/A	4775605
LINF_360024900	LINF_360024900-T1	Leishmania infantum JPCM5	"LinJ.36:737,035..738,618(-)"	DEAD box RNA helicase - putative	protein coding	LinJ36.4370	N/A	4775606
LINF_360025000	LINF_360025000-T1	Leishmania infantum JPCM5	"LinJ.36:739,487..740,782(-)"	Ribosomal protein S5 - C-terminal domain containing protein - putative	protein coding	LinJ36.4380	N/A	4775607
LINF_360025100	LINF_360025100-T1	Leishmania infantum JPCM5	"LinJ.36:742,439..745,069(-)"	major vault protein - putative	protein coding	LinJ36.4390	N/A	4775608
LINF_360025200	LINF_360025200-T1	Leishmania infantum JPCM5	"LinJ.36:746,602..748,503(-)"	Nucleolar complex-associated protein/CBF/Mak21 family - putative	protein coding	LinJ36.4400	N/A	4775609
LINF_360025300	LINF_360025300-T1	Leishmania infantum JPCM5	"LinJ.36:749,677..750,216(-)"	endochitinase - putative	protein coding	LinJ36.4410	N/A	4775610
LINF_360025400	LINF_360025400-T1	Leishmania infantum JPCM5	"LinJ.36:751,734..756,701(-)"	kinetoplastid kinetochore protein 1 - putative	protein coding	LinJ36.4420	kkt1	4775611
LINF_360025600	LINF_360025600-T1	Leishmania infantum JPCM5	"LinJ.36:760,314..761,693(-)"	T-lymphocyte triggering factor - putative	protein coding	LinJ36.4430	N/A	4775612
LINF_360025700	LINF_360025700-T1	Leishmania infantum JPCM5	"LinJ.36:762,783..764,273(-)"	hypothetical protein - conserved	protein coding	LinJ36.4440	N/A	4775613
LINF_360025800	LINF_360025800-T1	Leishmania infantum JPCM5	"LinJ.36:765,742..766,020(-)"	60S ribosomal protein L37a	protein coding	LinJ36.4450	N/A	4775614
LINF_360025900	LINF_360025900-T1	Leishmania infantum JPCM5	"LinJ.36:768,480..769,400(-)"	Zinc finger - C3HC4 type (RING finger)/Ring finger domain/zinc-RING finger domain/RING-type zinc-finger/zinc finger of C3HC4-type - RING - putative	protein coding	LinJ36.4460	N/A	4775615
LINF_360026000	LINF_360026000-T1	Leishmania infantum JPCM5	"LinJ.36:773,395..774,894(-)"	inosine-guanosine transporter	protein coding	LinJ36.4470	NT2	4775616
LINF_360026100	LINF_360026100-T1	Leishmania infantum JPCM5	"LinJ.36:775,921..778,965(-)"	DNA mismatch repair protein MSH6 - putative	protein coding	LinJ36.4480	MSH6	4775617
LINF_360026300	LINF_360026300-T1	Leishmania infantum JPCM5	"LinJ.36:782,734..783,477(+)"	phosphomannomutase - putative	protein coding	LinJ36.4490	PMM	4775618
LINF_360026400	LINF_360026400-T1	Leishmania infantum JPCM5	"LinJ.36:784,089..784,982(+)"	2OG-Fe(II) oxygenase superfamily - putative	protein coding	LinJ36.4500	N/A	4775619
LINF_360026500	LINF_360026500-T1	Leishmania infantum JPCM5	"LinJ.36:785,368..786,591(+)"	serine/threonine protein phosphatase 2B catalytic subunit A2 - putative	protein coding	LinJ36.4510	N/A	4775620
LINF_360026600	LINF_360026600-T1	Leishmania infantum JPCM5	"LinJ.36:787,191..787,490(+)"	hypothetical protein - conserved	protein coding	LinJ36.4520	N/A	4775621
LINF_360026900	LINF_360026900-T1	Leishmania infantum JPCM5	"LinJ.36:791,807..795,646(+)"	hypothetical protein - conserved	protein coding	LinJ36.4530	N/A	4775622
LINF_360027000	LINF_360027000-T1	Leishmania infantum JPCM5	"LinJ.36:796,720..797,823(+)"	hypothetical protein - conserved	protein coding	LinJ36.4540	N/A	4775623
LINF_360027100	LINF_360027100-T1	Leishmania infantum JPCM5	"LinJ.36:798,420..800,120(+)"	chaperonin HSP60 - mitochondrial precursor	protein coding	LinJ36.4550	N/A	4775624
LINF_360027200	LINF_360027200-T1	Leishmania infantum JPCM5	"LinJ.36:802,554..804,242(+)"	chaperonin HSP60 - mitochondrial precursor	protein coding	LinJ36.4560	N/A	4775625
LINF_360027300	LINF_360027300-T1	Leishmania infantum JPCM5	"LinJ.36:808,164..810,221(+)"	WD domain - G-beta repeat - putative	protein coding	LinJ36.4570	N/A	4775626
LINF_360027400	LINF_360027400-T1	Leishmania infantum JPCM5	"LinJ.36:812,385..813,728(+)"	dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1 -3-mannosyltransferase - putative	protein coding	LinJ36.4580	ALG3	4775627
LINF_360027500	LINF_360027500-T1	Leishmania infantum JPCM5	"LinJ.36:816,663..819,407(+)"	serine/threonine protein phosphatase - putative	protein coding	LinJ36.4590	N/A	4775628
LINF_360027600	LINF_360027600-T1	Leishmania infantum JPCM5	"LinJ.36:820,458..821,978(+)"	Protein of unknown function DUF72 - putative	protein coding	LinJ36.4600	N/A	4775629
LINF_360027700	LINF_360027700-T1	Leishmania infantum JPCM5	"LinJ.36:823,382..824,374(+)"	TPR repeat/Tetratricopeptide repeat - putative	protein coding	LinJ36.4610	N/A	4775630
LINF_360027800	LINF_360027800-T1	Leishmania infantum JPCM5	"LinJ.36:828,362..832,231(+)"	streptococcal hemagglutinin-like protein	protein coding	LinJ36.4620	N/A	4775631
LINF_360027900	LINF_360027900-T1	Leishmania infantum JPCM5	"LinJ.36:836,379..839,195(+)"	hypothetical protein - conserved	protein coding	LinJ36.4630	N/A	4775632
LINF_360028000	LINF_360028000-T1	Leishmania infantum JPCM5	"LinJ.36:840,103..841,218(+)"	hypothetical protein - conserved	protein coding	LinJ36.4640	N/A	4775633
LINF_360028100	LINF_360028100-T1	Leishmania infantum JPCM5	"LinJ.36:842,775..843,635(+)"	chaperone protein DNAj - putative	protein coding	LinJ36.4650	N/A	4775634
LINF_360028200	LINF_360028200-T1	Leishmania infantum JPCM5	"LinJ.36:847,047..849,371(+)"	hypothetical protein - conserved	protein coding	LinJ36.4660	N/A	4775635
LINF_360028300	LINF_360028300-T1	Leishmania infantum JPCM5	"LinJ.36:850,806..855,374(+)"	hypothetical protein - conserved	protein coding	LinJ36.4670	N/A	4775636
LINF_360028400	LINF_360028400-T1	Leishmania infantum JPCM5	"LinJ.36:856,583..858,298(+)"	DEAD box RNA helicase - putative	protein coding	LinJ36.4680	DBP2A	4775638
LINF_360028500	LINF_360028500-T1	Leishmania infantum JPCM5	"LinJ.36:861,619..862,689(+)"	hypothetical protein - conserved	protein coding	LinJ36.4690	N/A	4775639
LINF_360028600	LINF_360028600-T1	Leishmania infantum JPCM5	"LinJ.36:863,744..864,550(+)"	transmembrane emp24 domain-containing protein	protein coding	LinJ36.4700	N/A	4775640
LINF_360028700	LINF_360028700-T1	Leishmania infantum JPCM5	"LinJ.36:868,248..868,637(+)"	dynein light chain - putative	protein coding	LinJ36.4710	N/A	4775641
